Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact,Age,Age_Band,Has_Valid_Contact
S09972,Patricia Bell,2015-06-07,Grade 3,244-877-8360x044,10.0,0-14,True
S09973,Lindsey Meyer,2008-12-01,Grade 4,836.904.2691x42202,16.0,15-19,True
S09974,Laura Wiggins,2012-08-22,Grade 3,001-911-274-1280x29309,12.0,0-14,True
S09975,Victoria Thomas,,Grade 3,001-768-869-7107x73241,,Unknown,True
S09976,Kristen Nguyen,2009-11-10,Grade 5,001-987-453-4627x059,15.0,15-19,True
S09977,Benjamin Clark,2016-09-30,Grade 5,(608)837-9264x6341,8.0,0-14,True
S09978,James Welch,2007-12-17,Grade 4,+1-980-568-1879x1243,17.0,15-19,True
S09979,Christopher Owens,2018-05-28,Grade 3,(444)816-0650x038,7.0,0-14,True
S09980,Kenneth Taylor,2017-05-03,Grade 2,001-972-303-1425x16893,8.0,0-14,True
S09981,Linda Small,2015-02-11,Grade 3,Not Provided,10.0,0-14,True
S09982,Patricia Keller,2010-03-16,Grade 3,215.665.4997x0754,15.0,15-19,True
S09983,Ashley Williams,2014-07-29,Grade 5,774.586.9954x0886,10.0,0-14,True
S09984,James Rivers,2015-06-20,Grade 1,(203)269-1217,10.0,0-14,True
S09985,Roger White,2019-02-10,Grade 1,(212)930-8762x53337,6.0,0-14,True
S09986,Angela Kelley,2010-11-30,Grade 5,960-589-3879x122,14.0,0-14,True
S09987,Sherri Stark,2015-09-02,Grade 3,001-928-843-9889x7031,9.0,0-14,True
S09988,Samantha James,2010-03-19,Grade 2,+1-498-689-3250,15.0,15-19,True
S09989,Breanna Horton,2012-02-20,Grade 3,001-517-661-9880,13.0,0-14,True
S09990,Rachel Hardin,2012-11-01,Grade 2,+1-985-258-3263x462,12.0,0-14,True
S09991,Gregory Lozano,2013-03-15,Grade 2,954-413-2748,12.0,0-14,True
S09992,Ryan Williams,2007-11-24,Grade 4,6087499593,17.0,15-19,True
S09993,Alan Shelton,2012-10-25,Grade 3,8576983454,12.0,0-14,True
S09994,Katherine Herrera,2016-06-19,Grade 4,215-393-6319,9.0,0-14,True
S09995,Brenda Henderson,2018-01-07,Grade 3,+1-445-323-2302x522,7.0,0-14,True
S09996,Patrick Wheeler,2011-05-24,Grade 1,001-300-953-0704,14.0,0-14,True
S09997,Kristina Davis,2007-03-03,Grade 3,+1-844-272-4835x8943,18.0,15-19,True
S09998,Tyler Jones,2018-09-01,Grade 5,428-926-7364x4070,6.0,0-14,True
S09999,Chelsea Williams,2018-01-13,Grade 5,272-247-3324x51840,7.0,0-14,True
S10000,Deborah Peterson,2016-08-07,Grade 2,(462)652-7622x090,8.0,0-14,True
S10001,Alexandria Shah,2015-03-02,Grade 3,(759)604-4415,10.0,0-14,True
S10002,Christopher Lopez,2011-10-31,Grade 1,+1-739-423-3942x8322,13.0,0-14,True
S10003,Tina Cooper,2018-12-20,Grade 1,Not Provided,6.0,0-14,True
S10004,Sarah Roberson,2016-07-17,Grade 5,854.439.4239x776,8.0,0-14,True
S10005,Mr. Jonathan Thomas,2010-07-10,Grade 1,001-495-514-8750x9266,14.0,0-14,True
S10006,Aaron Gill,2016-12-07,Grade 3,(582)787-6699,8.0,0-14,True
S10007,Robert Mitchell,,Grade 2,(780)280-0319x76755,,Unknown,True
S10008,Linda Hamilton,,Grade 3,(441)772-5922,,Unknown,True
S10009,Susan Cooper,2009-02-19,Grade 4,969.670.6327x6810,16.0,15-19,True
S10010,Robin Chen,2009-03-28,Grade 1,3127823876,16.0,15-19,True
S10011,Ashley Chan,2014-05-25,Grade 3,+1-895-595-4665x611,11.0,0-14,True
S10012,Edward Hill,,Grade 5,598.462.6975,,Unknown,True
S10013,Eric White,2014-04-23,Grade 3,Not Provided,11.0,0-14,True
S10014,Tony Rios,,Grade 3,2894451212,,Unknown,True
S10015,Meghan Myers,2017-07-31,Grade 3,548.565.4048x1034,7.0,0-14,True
S10016,Daniel Berry,2006-06-22,Grade 2,565.922.8628x225,19.0,15-19,True
S10017,Brittany Hull,2012-04-08,Grade 3,001-518-629-7424x64115,13.0,0-14,True
S10018,Sarah Weaver,2010-02-24,Grade 5,8268673650,15.0,15-19,True
S10019,Vincent Hunt,2013-09-27,Grade 3,(760)784-6571x096,11.0,0-14,True
S10020,Claudia Brown,2018-01-23,Grade 5,215-751-4127x52624,7.0,0-14,True
S10021,Craig Patterson,2012-08-09,Grade 2,+1-694-596-3617x17081,12.0,0-14,True
S10022,Karen Harrison,2007-08-09,Grade 3,+1-451-593-7257x13498,17.0,15-19,True
S10023,Jacqueline Clark,2018-03-20,Grade 2,(842)823-2859x443,7.0,0-14,True
S10024,Kimberly Rowe,2016-09-25,Grade 5,417-693-0536,8.0,0-14,True
S10025,David James,2011-09-04,Grade 4,577.413.4895x135,13.0,0-14,True
S10026,Melissa Schaefer,2013-09-04,Grade 5,705-505-5129x21852,11.0,0-14,True
S10027,Carla Wiggins,2010-08-08,Grade 3,+1-524-803-1181x57739,14.0,0-14,True
S10028,Jodi Jackson,2006-04-29,Grade 4,7142734361,19.0,15-19,True
S10029,Charles Delgado,2010-12-02,Grade 3,001-452-485-4371,14.0,0-14,True
S10030,Mariah Grimes,,Grade 1,(302)309-0360x711,,Unknown,True
S10031,Ryan Nguyen,2010-07-06,Grade 1,759.860.2472,14.0,0-14,True
S10032,Pamela Cox,2008-04-18,Grade 5,001-593-993-8191x74103,17.0,15-19,True
S10033,Alison Gonzales,2018-10-05,Grade 2,(441)314-6334x094,6.0,0-14,True
S10034,Roberto Foster,2017-07-13,Grade 3,744.287.9788,7.0,0-14,True
S10035,David Johnson,2008-10-15,Grade 1,+1-611-855-6295,16.0,15-19,True
S10036,Christina Ramos,2015-06-05,Grade 2,950.828.8090,10.0,0-14,True
S10037,Michele Curtis,2006-12-26,Grade 3,406-857-4751,18.0,15-19,True
S10038,Joseph Simon,2012-10-06,Grade 3,(405)866-3547x1091,12.0,0-14,True
S10039,Luis Conner,2018-02-28,Grade 5,510.813.4675x074,7.0,0-14,True
S10040,Patrick Stanley,2014-11-17,Grade 1,771.902.3326,10.0,0-14,True
S10041,Christopher Navarro,2016-10-17,Grade 5,(202)712-3384x1997,8.0,0-14,True
S10042,Rachel Freeman,2015-05-08,Grade 1,376.452.6276,10.0,0-14,True
S10043,Robert Lane,2010-07-30,Grade 4,(611)749-9801,14.0,0-14,True
S10044,Terrence Fernandez,2007-05-07,Grade 4,362-337-1277x977,18.0,15-19,True
S10045,Angela Montgomery,2018-11-13,Grade 5,570.613.8057,6.0,0-14,True
S10046,Natasha Lee,2017-10-17,Grade 2,582-258-2470,7.0,0-14,True
S10047,Spencer Williams,2013-04-23,Grade 2,(250)770-2644,12.0,0-14,True
S10048,Mr. Keith Gomez,2018-10-30,Grade 2,280-940-0859x61783,6.0,0-14,True
S10049,Kimberly Lynch,2015-01-14,Grade 2,468.777.8187x7426,10.0,0-14,True
S10050,Janet Gordon,2017-03-26,Grade 1,(378)675-2770x77817,8.0,0-14,True
S10051,Linda Allen,2014-01-03,Grade 5,(351)341-6248x4478,11.0,0-14,True
S10052,Jeffrey Ruiz,,Grade 4,(861)314-2466,,Unknown,True
S10053,Lori Clark,2006-03-11,Grade 1,+1-784-548-7212,19.0,15-19,True
S10054,Abigail Mcconnell,2008-08-02,Grade 5,+1-583-207-2192x0533,16.0,15-19,True
S10055,Sarah Mendoza,2006-04-13,Grade 3,534-921-5766,19.0,15-19,True
S10056,Kyle Gates,2018-10-18,Grade 1,499.973.9545x86089,6.0,0-14,True
S10057,Marissa Patel,2016-09-17,Grade 2,001-796-427-8819,8.0,0-14,True
S10058,Charles Herman,2012-05-13,Grade 1,Not Provided,13.0,0-14,True
S10059,Jimmy Jensen,2016-12-09,Grade 5,(864)534-5264,8.0,0-14,True
S10060,Tammy Sellers,,Grade 4,786.835.3913x084,,Unknown,True
S10061,Melissa Mills,2010-07-25,Grade 1,306-955-3795x196,14.0,0-14,True
S10062,Erin Brewer,2016-11-27,Grade 3,862.879.7897,8.0,0-14,True
S10063,Troy Graham,2007-09-20,Grade 1,001-756-968-2708x246,17.0,15-19,True
S10064,Wayne Oneill,2016-03-16,Grade 4,+1-455-280-2273x078,9.0,0-14,True
S10065,Gregory Cummings,2006-11-18,Grade 5,287-467-9381,18.0,15-19,True
S10066,Jacob Beltran,2017-06-19,Grade 3,(632)415-0378,8.0,0-14,True
S10067,Carrie Leblanc,,Grade 2,Not Provided,,Unknown,True
S10068,Richard Henry,2017-12-27,Grade 4,380-269-8460x34941,7.0,0-14,True
S10069,William Stone,,Grade 3,976.753.8038x1929,,Unknown,True
S10070,Jacob Robinson,2010-01-25,Grade 5,(278)243-5763x95061,15.0,15-19,True
S10071,Sarah Blake,2015-08-14,Grade 5,(300)392-0678,9.0,0-14,True
S10072,Mackenzie Davis,2010-06-25,Grade 2,Not Provided,15.0,15-19,True
S10073,Jennifer Brown,2012-06-18,Grade 3,001-931-544-1750x38126,13.0,0-14,True
S10074,Destiny Williams,2006-11-29,Grade 1,433-933-1357,18.0,15-19,True
S10075,Cameron Daniel,2009-12-20,Grade 1,+1-643-743-5395x76104,15.0,15-19,True
S10076,Jacqueline Blake,2007-01-11,Grade 2,295-561-9652,18.0,15-19,True
S10077,Jacqueline Kirk,2011-02-23,Grade 5,(876)939-8759,14.0,0-14,True
S10078,Nicholas Daniel,2009-09-02,Grade 3,001-979-564-9714x4916,15.0,15-19,True
S10079,Gerald Bryant,2006-04-07,Grade 1,(814)825-9017x5474,19.0,15-19,True
S10080,Rebecca Kane,2011-10-17,Grade 5,001-453-304-5058x37164,13.0,0-14,True
S10081,Alexandra Smith,2006-08-02,Grade 1,7558415018,18.0,15-19,True
S10082,Paul Martinez,2011-08-01,Grade 2,+1-363-993-2197x4351,13.0,0-14,True
S10083,Matthew Frost,2011-08-05,Grade 5,(386)558-2494x528,13.0,0-14,True
S10084,James Jackson,2013-09-13,Grade 5,563-320-3698,11.0,0-14,True
S10085,Brian Jackson,2018-06-23,Grade 2,(724)561-4855x20879,7.0,0-14,True
S10086,Kelsey Arroyo,2019-02-25,Grade 1,882-945-7481,6.0,0-14,True
S10087,Lisa Walker,2016-12-01,Grade 5,(526)407-2135x0419,8.0,0-14,True
S10088,Joseph Bishop,2012-07-16,Grade 4,(800)683-7283,12.0,0-14,True
S10089,Heather Hicks,2011-05-18,Grade 4,001-839-424-1518x262,14.0,0-14,True
S10090,William Wheeler,,Grade 2,001-378-441-7791,,Unknown,True
S10091,Amy Thomas,,Grade 3,001-989-538-2336x900,,Unknown,True
S10092,Gary Ramos,2008-05-16,Grade 2,789-489-1222x737,17.0,15-19,True
S10093,Andrea Pham,2014-08-12,Grade 4,848.417.3091x664,10.0,0-14,True
S10094,Brian Orozco,2007-03-10,Grade 2,Not Provided,18.0,15-19,True
S10095,Jacqueline Caldwell,2007-04-15,Grade 3,449.734.4373,18.0,15-19,True
S10096,Brian Torres,2010-11-05,Grade 4,001-447-439-8988x9834,14.0,0-14,True
S10097,Jacqueline Carpenter,2016-07-13,Grade 3,(315)832-0848,8.0,0-14,True
S10098,Sarah Crane,,Grade 4,700-632-4043x51899,,Unknown,True
S10099,Brian Jefferson,2018-06-28,Grade 4,(812)751-9991x5120,6.0,0-14,True
S10100,Alyssa Montgomery,2007-09-17,Grade 5,(763)778-0610,17.0,15-19,True
S10101,George Parker,2014-08-04,Grade 1,(741)737-6300,10.0,0-14,True
S10102,Daniel Vaughn,2007-08-14,Grade 2,545.738.3766x221,17.0,15-19,True
S10103,Jessica Vazquez,2012-03-24,Grade 5,001-944-966-8258x77264,13.0,0-14,True
S10104,Lisa Smith,2017-09-24,Grade 3,4413872066,7.0,0-14,True
S10105,Kimberly Rios,2008-11-29,Grade 5,295-316-7000x517,16.0,15-19,True
S10106,Kimberly Pierce,2016-09-22,Grade 3,514-302-9933x661,8.0,0-14,True
S10107,Sarah Jenkins,2017-08-15,Grade 5,+1-852-376-4037x739,7.0,0-14,True
S10108,John Jackson,2012-12-02,Grade 3,2922459928,12.0,0-14,True
S10109,Christopher White,2017-11-04,Grade 4,Not Provided,7.0,0-14,True
S10110,Jessica Ibarra,2016-04-06,Grade 5,+1-718-877-2895x933,9.0,0-14,True
S10111,Elaine Adams,2016-08-06,Grade 2,001-945-753-7959x1334,8.0,0-14,True
S10112,Paul Torres,2014-09-05,Grade 5,(926)665-0473,10.0,0-14,True
S10113,Ricardo Flores,2009-01-23,Grade 2,(707)613-7498x22581,16.0,15-19,True
S10114,Timothy Nielsen,2009-03-14,Grade 1,+1-690-307-6140x87508,16.0,15-19,True
S10115,Monica Baker,2016-09-26,Grade 1,913-269-4693x556,8.0,0-14,True
S10116,Elijah Harvey,2014-02-08,Grade 4,627-598-2572x80426,11.0,0-14,True
S10117,Kimberly Little,2015-10-28,Grade 4,+1-266-975-8114x116,9.0,0-14,True
S10118,Randall Ray,2014-06-23,Grade 1,597.886.2176x972,11.0,0-14,True
S10119,Justin Graves,2015-12-21,Grade 3,771.516.9837x019,9.0,0-14,True
S10120,Theresa Ross,2017-03-28,Grade 4,3668109022,8.0,0-14,True
S10121,Elijah Johnson,2007-06-25,Grade 3,001-789-716-8613x2294,18.0,15-19,True
S10122,Thomas Avila,2008-09-02,Grade 3,001-252-569-3823x097,16.0,15-19,True
S10123,Scott Gregory,2006-12-01,Grade 3,9719530739,18.0,15-19,True
S10124,Taylor Soto,,Grade 4,(619)796-0999x98476,,Unknown,True
S10125,James Flores,2012-03-16,Grade 4,855.710.6243,13.0,0-14,True
S10126,Kara Powers,2008-11-10,Grade 1,(404)474-3798,16.0,15-19,True
S10127,Michelle Larson,2010-11-03,Grade 2,747.702.3660x118,14.0,0-14,True
S10128,Tracy Marks,2013-10-16,Grade 2,+1-293-321-2920,11.0,0-14,True
S10129,John Moyer,2008-07-25,Grade 5,001-500-527-5124x409,16.0,15-19,True
S10130,Jacqueline Henderson,2017-12-13,Grade 1,+1-725-254-9200x1162,7.0,0-14,True
S10131,David Griffin,2018-04-29,Grade 2,001-246-532-8192,7.0,0-14,True
S10132,Timothy Shaffer,2018-08-31,Grade 5,902.504.9551,6.0,0-14,True
S10133,Martha Solis,2011-08-09,Grade 4,001-201-983-2782x972,13.0,0-14,True
S10134,Ashley Lee,2011-04-24,Grade 2,001-550-746-1607,14.0,0-14,True
S10135,Daniel Lucas,2018-05-01,Grade 1,334-759-2162,7.0,0-14,True
S10136,Ashley Chandler Md,,Grade 2,338-928-4272,,Unknown,True
S10137,Wayne Phillips,2009-02-25,Grade 3,268-334-5103x3738,16.0,15-19,True
S10138,Scott Lindsey,2015-06-04,Grade 5,901.357.3921x9681,10.0,0-14,True
S10139,Kristina Washington,2014-01-14,Grade 5,514-850-0553,11.0,0-14,True
S10140,Christina Lawson,,Grade 4,001-274-322-2613x18681,,Unknown,True
S10141,Juan Soto,2007-07-14,Grade 5,6114852640,17.0,15-19,True
S10142,Anthony Gates,2018-01-19,Grade 2,702-559-8353x64919,7.0,0-14,True
S10143,Jose Cohen,2013-03-14,Grade 4,(916)690-6677,12.0,0-14,True
S10144,Jacob Mason,,Grade 3,590.758.9302x86588,,Unknown,True
S10145,Brandy Adams,,Grade 3,+1-961-647-8072x865,,Unknown,True
S10146,Albert Watson,2007-04-29,Grade 3,538-869-1509,18.0,15-19,True
S10147,Victor Davenport,2009-01-02,Grade 2,542-859-2122,16.0,15-19,True
S10148,Kenneth Hernandez,2017-02-05,Grade 4,+1-432-502-7674,8.0,0-14,True
S10149,Michelle Reid,2014-12-03,Grade 1,(719)237-2150x12721,10.0,0-14,True
S10150,Jenny Wright,2007-04-15,Grade 4,2385577095,18.0,15-19,True
S10151,Deborah Garcia,2012-02-22,Grade 4,001-788-703-2614,13.0,0-14,True
S10152,Michelle Mills,2015-03-11,Grade 4,(556)782-8415,10.0,0-14,True
S10153,Christopher Neal Iii,2012-12-21,Grade 2,267-798-2713,12.0,0-14,True
S10154,Katherine Burton,2006-07-05,Grade 3,001-703-394-3036,18.0,15-19,True
S10155,Michael Peterson Phd,2013-12-16,Grade 1,305.491.8675,11.0,0-14,True
S10156,Lacey Barrett,2016-10-09,Grade 2,716.860.1474,8.0,0-14,True
S10157,Jenna Chen,2018-02-08,Grade 5,(587)884-9760x5442,7.0,0-14,True
S10158,Ricky Perez,2015-03-30,Grade 5,883.332.2133x2158,10.0,0-14,True
S10159,Lisa Benjamin,2018-03-15,Grade 2,+1-356-410-0774x10705,7.0,0-14,True
S10160,Julie Long,2013-05-25,Grade 2,+1-203-686-0120,12.0,0-14,True
S10161,Glenn Baker,2006-03-27,Grade 3,6753052957,19.0,15-19,True
S10162,Michael Allen,2014-11-27,Grade 2,722-491-7288x80251,10.0,0-14,True
S10163,Carlos Saunders,2016-12-13,Grade 1,610.705.1526x2564,8.0,0-14,True
S10164,Nichole Wilson,2010-08-12,Grade 3,613.544.5435x0200,14.0,0-14,True
S10165,Tamara Bowers Md,,Grade 1,5724750469,,Unknown,True
S10166,Victoria Beasley,2018-08-22,Grade 1,001-601-474-9152x460,6.0,0-14,True
S10167,Walter Baker,2018-05-17,Grade 4,685.907.9477,7.0,0-14,True
S10168,Jennifer Smith,2008-01-17,Grade 3,(917)698-3212x346,17.0,15-19,True
S10169,Patrick White,2013-03-03,Grade 3,268.961.7989x97652,12.0,0-14,True
S10170,Bryan Petty,2012-07-18,Grade 2,461-288-3010x9334,12.0,0-14,True
S10171,Samantha Woods,2008-03-13,Grade 3,001-436-238-0656,17.0,15-19,True
S10172,Dr. Wendy Snyder,2008-09-09,Grade 2,692.507.2264x6486,16.0,15-19,True
S10173,Cynthia Robinson,2007-11-03,Grade 1,+1-289-976-7196,17.0,15-19,True
S10174,Allen Nguyen,2014-01-17,Grade 4,(976)287-1459x9035,11.0,0-14,True
S10175,William Avery,2007-10-27,Grade 1,+1-758-617-2078,17.0,15-19,True
S10176,Catherine Williams,2017-10-28,Grade 4,+1-899-701-4847x7389,7.0,0-14,True
S10177,Kevin Boone Jr.,2008-04-19,Grade 1,+1-213-929-9113x10954,17.0,15-19,True
S10178,Benjamin Franco,2007-06-07,Grade 5,443.837.3151x942,18.0,15-19,True
S10179,Lauren Garcia,2016-09-11,Grade 2,+1-215-836-7835x8449,8.0,0-14,True
S10180,Rodney Mcdonald,2015-06-25,Grade 3,4019527163,10.0,0-14,True
S10181,Casey Silva,2014-03-09,Grade 4,291-829-1734,11.0,0-14,True
S10182,Anna Rocha,2010-10-01,Grade 2,(834)655-2355,14.0,0-14,True
S10183,David Anderson,2010-03-12,Grade 4,307.839.2225x255,15.0,15-19,True
S10184,David Combs,2013-12-24,Grade 2,001-567-769-5026x129,11.0,0-14,True
S10185,Edward Rodriguez,2016-04-14,Grade 1,375.361.4242,9.0,0-14,True
S10186,Lydia Gregory,2015-07-25,Grade 4,272.706.2269,9.0,0-14,True
S10187,Ian Crawford,2007-03-27,Grade 2,684.711.8331x1300,18.0,15-19,True
S10188,Charles Collins,2013-07-28,Grade 4,551.966.4320x51020,11.0,0-14,True
S10189,Ashley Stewart,,Grade 4,Not Provided,,Unknown,True
S10190,Tony Jones,2011-03-03,Grade 5,(657)213-3118x906,14.0,0-14,True
S10191,Catherine Mccann,,Grade 5,686.938.5372x61662,,Unknown,True
S10192,Rebecca Martin,2014-12-26,Grade 2,+1-843-916-3359x238,10.0,0-14,True
S10193,Tracy Stone,2009-02-09,Grade 5,657-538-7155,16.0,15-19,True
S10194,Michael Glenn,2011-06-29,Grade 1,(214)419-6892x88512,13.0,0-14,True
S10195,Joshua Lutz,2013-02-02,Grade 4,756.621.7135,12.0,0-14,True
S10196,Derrick Rasmussen,2012-11-05,Grade 3,5177653669,12.0,0-14,True
S10197,John Chan,2010-03-21,Grade 5,475.849.2754x193,15.0,15-19,True
S10198,Taylor Norton,2016-11-11,Grade 1,(703)944-2371x696,8.0,0-14,True
S10199,Mitchell Gomez,2009-04-14,Grade 3,+1-322-702-5584x240,16.0,15-19,True
S10200,Elizabeth Gay,,Grade 5,2568460457,,Unknown,True
S10201,Ryan Kelly,2008-05-13,Grade 1,3935725845,17.0,15-19,True
S10202,Allison Martinez,2008-03-12,Grade 3,559-727-3445x0225,17.0,15-19,True
S10203,Teresa Bowman,2008-06-29,Grade 5,464.342.5855x33356,16.0,15-19,True
S10204,Ryan Newton,2009-10-12,Grade 5,407-979-0545x6562,15.0,15-19,True
S10205,Mr. Brandon Lopez,2015-10-30,Grade 2,958-858-2105,9.0,0-14,True
S10206,Robert Snyder,2014-10-13,Grade 5,001-351-988-4342,10.0,0-14,True
S10207,Barbara Miller,2009-09-18,Grade 1,603-778-1980x513,15.0,15-19,True
S10208,Connie Mercado,2017-07-21,Grade 4,001-332-341-0657x61427,7.0,0-14,True
S10209,Gregory Hansen,2006-06-05,Grade 2,001-888-445-5806x15075,19.0,15-19,True
S10210,Stacy Miller,2016-07-14,Grade 5,+1-956-891-6428x79314,8.0,0-14,True
S10211,Rachel Foster,2011-10-18,Grade 4,514-782-9887x46582,13.0,0-14,True
S10212,Melissa Malone,2016-09-15,Grade 2,(686)751-7977x9009,8.0,0-14,True
S10213,Christopher Richards,2015-02-02,Grade 2,944.229.8089,10.0,0-14,True
S10214,Paula Garcia,2019-02-13,Grade 4,220.202.7802,6.0,0-14,True
S10215,Michael Fuller,2016-05-26,Grade 4,237-254-9152x59077,9.0,0-14,True
S10216,Sandra Morse,2017-03-08,Grade 2,938-832-8312,8.0,0-14,True
S10217,Pamela Hunt,2014-06-11,Grade 3,(908)707-1061,11.0,0-14,True
S10218,Shawn Silva,2006-10-16,Grade 5,Not Provided,18.0,15-19,True
S10219,Joseph Smith,2013-12-01,Grade 3,001-256-473-7023x08692,11.0,0-14,True
S10220,Sarah Stokes Phd,2009-10-19,Grade 1,560-536-3704,15.0,15-19,True
S10221,Susan Gates,2016-06-20,Grade 3,425-879-7556x92411,9.0,0-14,True
S10222,Allen Jordan,2017-05-12,Grade 3,648-322-1633,8.0,0-14,True
S10223,Mr. Zachary Montes Ii,2009-12-11,Grade 3,Not Provided,15.0,15-19,True
S10224,Christopher Fox,2015-06-06,Grade 4,402-614-5307x81998,10.0,0-14,True
S10225,John Medina,2011-10-16,Grade 3,Not Provided,13.0,0-14,True
S10226,Ashley Thomas,2013-07-23,Grade 1,(211)299-3581,11.0,0-14,True
S10227,Vanessa Hogan,2006-10-16,Grade 3,Not Provided,18.0,15-19,True
S10228,Sandra Fuller,2018-02-10,Grade 2,8444017676,7.0,0-14,True
S10229,Thomas Wallace,2017-03-30,Grade 1,+1-867-829-1420,8.0,0-14,True
S10230,Andrew Hurst,2017-01-16,Grade 5,+1-521-979-9455x3384,8.0,0-14,True
S10231,Dakota Burton,2014-10-25,Grade 1,370.554.1498x352,10.0,0-14,True
S10232,Andrew Sanders,2013-09-19,Grade 4,892-978-0083x7009,11.0,0-14,True
S10233,Elizabeth Brown,2008-09-13,Grade 1,+1-826-352-5776,16.0,15-19,True
S10234,Edward Gibson Md,2014-06-24,Grade 3,001-412-563-0476,11.0,0-14,True
S10235,Cheryl Lopez,2013-06-15,Grade 1,+1-730-769-4164x62097,12.0,0-14,True
S10236,Paul French,2012-08-19,Grade 1,840-336-1271,12.0,0-14,True
S10237,Stacey Freeman,2011-04-08,Grade 4,2362810090,14.0,0-14,True
S10238,Shelby Edwards,,Grade 5,648-251-3517x780,,Unknown,True
S10239,Heather Clark,2014-12-15,Grade 4,+1-588-447-9868x48783,10.0,0-14,True
S10240,Kenneth Lewis,,Grade 5,(795)243-5810,,Unknown,True
S10241,Jessica Case,,Grade 1,248-817-6523x8922,,Unknown,True
S10242,Connie Tate,2010-08-11,Grade 2,001-216-428-5199,14.0,0-14,True
S10243,Henry Brown,2016-10-18,Grade 4,722-839-3143,8.0,0-14,True
S10244,Anthony Ramos,2009-08-20,Grade 1,991.377.4078,15.0,15-19,True
S10245,Joseph Yates,2010-03-25,Grade 5,(215)711-6581x06541,15.0,15-19,True
S10246,Jacqueline Wilson,2018-01-30,Grade 2,369.339.3408,7.0,0-14,True
S10247,Lauren Lewis,2013-12-23,Grade 2,(859)844-4064,11.0,0-14,True
S10248,Richard Stewart,2008-12-21,Grade 3,(736)315-3895x5832,16.0,15-19,True
S10249,Samantha Hawkins,2006-03-22,Grade 3,Not Provided,19.0,15-19,True
S10250,Kenneth Green,2017-01-10,Grade 2,(463)511-8500x900,8.0,0-14,True
S10251,Kara Pena,2014-01-31,Grade 3,633.418.5568,11.0,0-14,True
S10252,Heather Crane,2016-06-07,Grade 4,7544885686,9.0,0-14,True
S10253,Patricia Alvarado,,Grade 3,639.418.0883,,Unknown,True
S10254,Breanna Cline,2011-02-18,Grade 4,Not Provided,14.0,0-14,True
S10255,Rodney Fitzpatrick,2017-09-24,Grade 1,Not Provided,7.0,0-14,True
S10256,Christopher Huff,2013-09-15,Grade 4,996-941-9593,11.0,0-14,True
S10257,William Ruiz,,Grade 1,607-995-6378x138,,Unknown,True
S10258,Brandon Garrett,2014-03-18,Grade 5,727.532.8880,11.0,0-14,True
S10259,Tamara Wood,,Grade 4,+1-562-724-4071x69986,,Unknown,True
S10260,Sharon Harvey,2013-05-12,Grade 1,+1-930-609-9817x6158,12.0,0-14,True
S10261,Gregory Kim,2014-10-19,Grade 3,476-254-1643x0055,10.0,0-14,True
S10262,Anthony Delgado,2018-12-21,Grade 4,001-242-473-3443x208,6.0,0-14,True
S10263,Lori Mann,2013-03-31,Grade 3,528-323-0524,12.0,0-14,True
S10264,Brianna Hall,2018-04-20,Grade 5,526-800-4562,7.0,0-14,True
S10265,Christopher Hoffman,2018-09-16,Grade 2,(965)206-6375x3204,6.0,0-14,True
S10266,John Michael,2015-05-21,Grade 2,+1-844-425-3770x24758,10.0,0-14,True
S10267,Austin Monroe,2011-06-04,Grade 3,+1-803-463-6591,14.0,0-14,True
S10268,Stephanie Barr,2014-01-19,Grade 5,(950)717-8093x2756,11.0,0-14,True
S10269,John Hernandez,2016-07-07,Grade 1,289.404.1785,8.0,0-14,True
S10270,Kevin Gilbert,2014-09-01,Grade 2,001-387-242-5754x252,10.0,0-14,True
S10271,Jonathan Cook,2014-08-15,Grade 2,6135843546,10.0,0-14,True
S10272,Gina Fuentes,2010-04-01,Grade 1,847-219-0692,15.0,15-19,True
S10273,Joshua Ross,2014-01-27,Grade 5,001-697-292-0178x51043,11.0,0-14,True
S10274,Dennis Johnson,2014-08-27,Grade 3,462-586-5752x136,10.0,0-14,True
S10275,Rodney Turner,2008-06-10,Grade 4,600.722.5133x5123,17.0,15-19,True
S10276,Phillip Macias,2015-11-04,Grade 2,3074055167,9.0,0-14,True
S10277,Michael Mullen,2006-10-21,Grade 2,210-371-9715x276,18.0,15-19,True
S10278,Robert Campos,2017-10-07,Grade 2,001-725-641-4912x2843,7.0,0-14,True
S10279,Angel Jacobson,2013-04-05,Grade 1,(975)374-2441,12.0,0-14,True
